anime;anime_img;episodes;rate
Bloodivores;https://img1.ak.crunchyroll.com/i/spire4/aec845d8085ccec1cc79b20efc0d58c51475290253_full.jpg;12;241
Humanity Has Declined;https://img1.ak.crunchyroll.com/i/spire4/1ef4549fcc8dac99124c88762dbc8fa61341866033_full.jpg;12;443
Hamatora;https://img1.ak.crunchyroll.com/i/spire3/61849030ff063efbe3db1967e784cca81403722479_full.jpg;24;417
The Silver Guardian;https://img1.ak.crunchyroll.com/i/spire4/698978eb7949bd7ff17fc24bc5507ed01517265381_full.jpg;18;29
Go Lion;https://img1.ak.crunchyroll.com/i/spire1/f107980f84a28ff94d4a260e92ff61501290032742_full.jpg;0;465
Tari Tari;https://img1.ak.crunchyroll.com/i/spire2/52d65473bbb3562fca333ccf4480c6281341524657_full.jpg;0;476
Dog & Scissors;https://img1.ak.crunchyroll.com/i/spire1/11a62f3a994a5141b676a5143f446cab1372351901_full.jpg;12;393
GTO - The Animation;https://img1.ak.crunchyroll.com/i/spire4/427663c5467a47bba8920b42b0d914601421362319_full.jpg;43;491
Dog Days;https://img1.ak.crunchyroll.com/i/spire4/40e69e936b635582fcc06d2d7c511f521341873931_full.jpg;26;43
Death Note (Drama);https://img1.ak.crunchyroll.com/i/spire1/3999468c85d84fec48ef4e9285126cdc1435357508_full.jpg;11;421
Ulysses: Jeanne d'Arc and the Alchemist Knight;https://img1.ak.crunchyroll.com/i/spire4/931233b5ec5d927627fc2befd3de82c51538905668_full.jpg;12;211
Mr. Osomatsu;https://img1.ak.crunchyroll.com/i/spire2/41b73fd37f07c16d00e5f95fe65fd6d01507070357_full.jpg;58;471
One Week Friends;https://img1.ak.crunchyroll.com/i/spire2/64bd99ca04ccb65172dd229470ea7db61396545272_full.jpg;0;467
Love, Chunibyo & Other Delusions - Heart Throb -;https://img1.ak.crunchyroll.com/i/spire2/bd95eeb756c8238b1be483af65b612e91390513213_full.jpg;0;454
When Supernatural Battles Became Commonplace;https://img1.ak.crunchyroll.com/i/spire4/343fbff5bc29e9d0ef8fe736befe4f4d1412188972_full.jpg;12;416
PERSONA5 the Animation;https://img1.ak.crunchyroll.com/i/spire1/1ac5964acca6075b83c1dd8329ce76661523323666_full.jpg;28;394
FLIP FLAPPERS;https://img1.ak.crunchyroll.com/i/spire3/bfc0dcf6dfb992e804d93ac901b58f121475743603_full.jpg;13;474
Keep Your Hands Off Eizouken!;https://img1.ak.crunchyroll.com/i/spire4/5f9d50bdd044a1579c4cd4abd27052741578512245_full.jpg;11;469
We Never Learn: BOKUBEN;https://img1.ak.crunchyroll.com/i/spire1/81d7ab94ac21c379f1bda02b727d5f581570827991_full.jpg;26;456
Interlude;https://img1.ak.crunchyroll.com/i/spire2/23e6ed34dac38f9c26770e0789e648af1302654603_full.jpg;0;416
Love is Like a Cocktail;https://img1.ak.crunchyroll.com/i/spire2/10087727231e15280b95f55cd689738e1506994552_full.jpg;13;411
Fate/kaleid liner PRISMA ILLYA;https://img1.ak.crunchyroll.com/i/spire4/0596d472c2d22364f518b189a84698e51469651323_full.jpg;42;409
Majestic Prince;https://img1.ak.crunchyroll.com/i/spire4/3de041c6d82a9a21b331b73c5175f5941372730036_full.jpg;0;407
Hitori No Shita - The Outcast;https://img1.ak.crunchyroll.com/i/spire3/bf48884c9a037c2a99be2f879ef4ac201517264115_full.jpg;37;391
School Babysitters;https://img1.ak.crunchyroll.com/i/spire2/9623d4b3535916a4289390665ad31b481514496828_full.jpg;13;48
Aoharu x Machinegun;https://img1.ak.crunchyroll.com/i/spire3/e522be6e0f7e1ca53877cf3998e3d9cc1531953939_full.jpg;0;445
Orenchi no Furo Jijo;https://img1.ak.crunchyroll.com/i/spire4/47302e9f9128349dfecb0190e8e13a8f1412101098_full.jpg;13;435
The Kawai Complex Guide to Manors and Hostel Behavior;https://img1.ak.crunchyroll.com/i/spire3/78a04d45d94ed9077e7f9c585d23238c1396644224_full.jpg;0;459
In/Spectre;https://img1.ak.crunchyroll.com/i/spire2/db091db10d71a19dc8ea5ba3e45513371582643783_full.jpg;11;385
BLACKFOX;https://img1.ak.crunchyroll.com/i/spire1/661555d55d71750ccb387d03b9ddb2431569527335_full.jpg;1;379
Naked Wolves;https://img1.ak.crunchyroll.com/i/spire3/007c61b482558d80d291b0675805b2831273802130_full.jpg;0;26
Barakamon;https://img1.ak.crunchyroll.com/i/spire4/4a8c46825fb857e6cac650e950c740821404591101_full.jpg;0;485
Nobunaga Concerto;https://img1.ak.crunchyroll.com/i/spire3/5d15b54851219a0146da0f60259c9a411405544841_full.jpg;10;479
PandoraHearts;https://img1.ak.crunchyroll.com/i/spire2/971861dc4a91fc34f27b0be16ff816d11350347971_full.jpg;0;45
Blood Blockade Battlefront;https://img1.ak.crunchyroll.com/i/spire2/7cf782a4e1b370ca33b36b33560c65421492725920_full.jpg;24;461
Is the Order a Rabbit?;https://img1.ak.crunchyroll.com/i/spire1/eb7240c98ed971b547c24d00c6753dfa1502320432_full.jpg;24;473
Golden Kamuy;https://img1.ak.crunchyroll.com/i/spire2/7943e146610905c512671cf3dfc2a4371539039331_full.jpg;24;468
Os Cavaleiros do Zod�aco - Saintia Sho;https://img1.ak.crunchyroll.com/i/spire3/c918317a05a05ae850dcf1e832d41db21544441181_full.jpg;10;378
Servant x Service;https://img1.ak.crunchyroll.com/i/spire3/1b7b13d547ab551edd381dd21e52c5c31372367873_full.jpg;13;47
Hakata Tonkotsu Ramens;https://img1.ak.crunchyroll.com/i/spire4/a76da2cd5cf2f8ad5ff7f65bcdf7f9341515720475_full.jpg;12;468
"Steins Gate 0";https://img1.ak.crunchyroll.com/i/spire2/26cab01d95a04956bd5a1a2994d231ea1523422286_full.jpg;0;463
Kyousougiga;https://img1.ak.crunchyroll.com/i/spire2/e662d743356aca32519bfb8c097f14d21533940075_full.jpg;13;478
Magical Sempai;https://img1.ak.crunchyroll.com/i/spire2/27bef5a4d1d0832d5a57d61edb37dcc21562025344_full.jpg;12;425
Actually, I Am;https://img1.ak.crunchyroll.com/i/spire2/0fd1082ae518bbe2d8f86bbb5b363a4b1569972548_full.jpg;13;42
AKB0048;https://img1.ak.crunchyroll.com/i/spire4/678a58d26a711c162379022cf8636d071357755177_full.jpg;26;468
Senyu.;https://img1.ak.crunchyroll.com/i/spire2/137dacec22706566786f389c169e7c631357592135_full.jpg;26;435
Jingai-san no Yome;https://img1.ak.crunchyroll.com/i/spire4/d1c600997b5989b43618c0e9571a379a1538454455_full.jpg;12;344
Cardcaptor Sakura;https://img1.ak.crunchyroll.com/i/spire2/a3d51f0142b3376815ddea3b060f5ac41407779079_full.jpg;0;477
Sarazanmai;https://img1.ak.crunchyroll.com/i/spire1/6ac75ffc09bdc81c6df78697793026191554851245_full.jpg;11;444
Outbreak Company;https://img1.ak.crunchyroll.com/i/spire3/01050df625fab464da296e330d9f83631380733553_full.jpg;0;442
Little Busters!;https://img1.ak.crunchyroll.com/i/spire4/d95dc1eac5edc0d4358c0f7722d813931533944538_full.jpg;0;439
GRANBLUE FANTASY: The Animation;https://img1.ak.crunchyroll.com/i/spire1/9a5a627d7b7e3ab596c5ad7ee90a3b6b1574294753_full.jpg;26;384
She and Her Cat -Everything Flows-;https://img1.ak.crunchyroll.com/i/spire1/b22619782b3d839792a268aa5ee3963e1456969538_full.jpg;4;467
Sakura Trick;https://img1.ak.crunchyroll.com/i/spire3/4df77ff8d4886307c82f064a8b7f70901391461812_full.jpg;0;447
The Comic Artist and His Assistants;https://img1.ak.crunchyroll.com/i/spire1/40cbda40ed7e21ac93a1923bfd7969d11396890296_full.jpg;12;433
Elegant Yokai Apartment Life;https://img1.ak.crunchyroll.com/i/spire2/9b6507692191013c76711b5267353b981506377409_full.jpg;26;413
SPACE PATROL LULUCO;https://img1.ak.crunchyroll.com/i/spire1/c37c375a5bb578d9c5a2a2066a432ee71535153647_full.jpg;14;46
Nobunaga the Fool;https://img1.ak.crunchyroll.com/i/spire3/6268b93ff3ec39c376f9af540a8897271391644724_full.jpg;0;332
Broken Blade;https://img1.ak.crunchyroll.com/i/spire1/07e110a1b53e6d9ab918f0795760d7701350689547_full.jpg;0;459
The Royal Tutor;https://img1.ak.crunchyroll.com/i/spire3/fd531f6e42b7fd166808eb6d6139bc031491285980_full.jpg;13;455
The Perfect Insider;https://img1.ak.crunchyroll.com/i/spire4/8aae68da50ab4deee3cf2799c5c920351444307632_full.jpg;11;388
The Helpful Fox Senko-san;https://img1.ak.crunchyroll.com/i/spire2/b7255f3700a13f614fa48a27d46065df1556040542_full.jpg;0;482
Mischievous Kiss - Love in Tokyo;https://img1.ak.crunchyroll.com/i/spire2/40c1b21442b151f2ab2cecda1c5467531388785705_full.jpg;16;451
YUKI YUNA IS A HERO;https://img1.ak.crunchyroll.com/i/spire3/129170106f436c0b3858d5c29f4edffd1411664675_full.jpg;12;438
ISLAND;https://img1.ak.crunchyroll.com/i/spire4/bd270bfef7fb3728f206c77181ff1ddc1530395200_full.jpg;12;347
A Centaur's Life;https://img1.ak.crunchyroll.com/i/spire3/9bcd2545e77b5c6b85fb4643e50c53241498717636_full.jpg;12;332
THE UNLIMITED Hyobu Kyosuke;https://img1.ak.crunchyroll.com/i/spire4/4cbfb16883364fb72ec70c3dbdea3ea21357307636_full.jpg;12;474
Engaged to the Unidentified;https://img1.ak.crunchyroll.com/i/spire4/806f2b66c477d8a85a811423fc31e6441390355448_full.jpg;0;438
Why the hell are you here, Teacher!?;https://img1.ak.crunchyroll.com/i/spire2/7da2ccb8ecf6c5d58474907977f403c01556041780_full.jpg;12;396
Vividred Operation;https://img1.ak.crunchyroll.com/i/spire2/a27d91113922450fb9097ad1c8d0724f1357664683_full.jpg;0;318
Hinomaru Sumo;https://img1.ak.crunchyroll.com/i/spire4/2bc4f717a5823c891535dfffe7a9b6111542152513_full.jpg;24;472
Legend of the Galactic Heroes: Die Neue These;https://img1.ak.crunchyroll.com/i/spire1/bf7eef450f46ab0092820efdbb9ebaf71524088559_full.jpg;24;442
KanColle;https://img1.ak.crunchyroll.com/i/spire3/144827cf0ad5a2cc84abbc9072da97fc1420319530_full.jpg;12;40
World Conquest Zvezda Plot;https://img1.ak.crunchyroll.com/i/spire3/8bf53346872f4ccbe932eed438dc88781389117439_full.jpg;12;421
DEVIL SURVIVOR 2 THE ANIMATION;https://img1.ak.crunchyroll.com/i/spire3/ed72ea47318c230facd60dca0b0d24011365013653_full.jpg;0;381
Mushibugyo;https://img1.ak.crunchyroll.com/i/spire2/d3248f93882ab7879a116b837da056f41364699336_full.jpg;26;451
Kemono Friends;https://img1.ak.crunchyroll.com/i/spire2/9d2ef3afda769a1ec026fbef8e3961451548270906_full.jpg;24;435
ARGEVOLLEN;https://img1.ak.crunchyroll.com/i/spire1/a32e9051ae6e45b5d9a24df9772d564e1403822513_full.jpg;24;325
Dies irae;https://img1.ak.crunchyroll.com/i/spire1/d289e8b3039d7e00cf456f8f92e69e9f1507249591_full.jpg;18;277
Hozuki's Coolheadedness;https://img1.ak.crunchyroll.com/i/spire4/33c2be96128afbceefb25c670737ffa51388692549_full.jpg;13;471
Kaiji;https://img1.ak.crunchyroll.com/i/spire2/3fa25448454d0bad417932c968ab08dd1372814041_full.jpg;52;468
BONJOUR?Sweet Love Patisserie;https://img1.ak.crunchyroll.com/i/spire3/dd27dac66302d221deedffbb02f6e10a1533234786_full.jpg;24;34
JOKER GAME;https://img1.ak.crunchyroll.com/i/spire4/5517e03413168381261af82e78643b681459548646_full.jpg;24;436
Netsuzou Trap -NTR-;https://img1.ak.crunchyroll.com/i/spire3/37a8a4811f78c5a5c94b56b895bd70961499088159_full.jpg;12;304
EVIL OR LIVE;https://img1.ak.crunchyroll.com/i/spire2/cff1b0a4ff024ae982b120d135da22271507594687_full.jpg;13;285
Cerberus;https://img1.ak.crunchyroll.com/i/spire3/0d3a3b9f3a98c68aee053c0bd4bd209b1459791495_full.jpg;13;233
Bananya;https://img1.ak.crunchyroll.com/i/spire1/354ef4bb0e96d5a811bf746ab39e3aaf1569888917_full.jpg;26;456
Sin The Movie;https://img1.ak.crunchyroll.com/i/spire1/964bcb78ffd43dbb3bc20973c29785721279149408_full.jpg;0;389
Utawarerumono The False Faces;https://img1.ak.crunchyroll.com/i/spire2/4249b435053995a513fdfb4a770964c31452039373_full.jpg;25;341
Cardcaptor Sakura: Clear Card;https://img1.ak.crunchyroll.com/i/spire1/85c65c8830225c9bbcbda0158511e61d1515000706_full.jpg;23;46
DENKI-GAI;https://img1.ak.crunchyroll.com/i/spire4/0bed4414c42a629cb1b1266d1f2d00e71411672392_full.jpg;12;452
Please tell me! Galko-chan;https://img1.ak.crunchyroll.com/i/spire1/3b5a18f23a00698f257efc1bba0666581452562889_full.jpg;12;438
Nanana's Buried Treasure;https://img1.ak.crunchyroll.com/i/spire2/ce54c8c3187f123afdf1cc3ee33d01d01397077264_full.jpg;11;431
OneRoom;https://img1.ak.crunchyroll.com/i/spire1/5ad4fb6b4438a0d14d574601c2de66db1530554672_full.jpg;25;274
Triage X;https://img1.ak.crunchyroll.com/i/spire3/3fa3b50e7dc9d580b5b6aa5da6bba6541428433138_full.jpg;10;323
Sabagebu!;https://img1.ak.crunchyroll.com/i/spire4/113e3214f291fc167742e9ef02f8593e1404823328_full.jpg;12;468
ACCA: 13-Territory Inspection Dept.;https://img1.ak.crunchyroll.com/i/spire4/b65412c28f6781d1d05b8378f0c2c1391484084470_full.jpg;13;463
Amagi Brilliant Park;https://img1.ak.crunchyroll.com/i/spire4/c86883b9efc479469371d4fdea72720a1432769696_full.jpg;0;457
AOKANA: Four Rhythm Across the Blue;https://img1.ak.crunchyroll.com/i/spire1/498366622af749f7bec1975e0e78010b1451956959_full.jpg;12;383
Persona4 the Golden ANIMATION;https://img1.ak.crunchyroll.com/i/spire2/eb010c5efc2550478889040ace097fa41404850653_full.jpg;12;375
Chain Chronicle - The Light of Haecceitas -;https://img1.ak.crunchyroll.com/i/spire3/659fdc090d5d00fccc3e7662647192f81481323284_full.jpg;24;338
Skull-face Bookseller Honda-san;https://img1.ak.crunchyroll.com/i/spire3/960c6bc0f0485cce7b86104dd213742e1538913760_full.jpg;12;461
Nobunagun;https://img1.ak.crunchyroll.com/i/spire3/f86f9fd7b31f0374748a7704670266491389044977_full.jpg;13;455
"Occultic Nine";https://img1.ak.crunchyroll.com/i/spire1/e652c6a7de983d6b81c2ba7af45b04531475920888_full.jpg;12;368
Super Sonico - The Animation;https://img1.ak.crunchyroll.com/i/spire4/05dc5519fd062d5ddc2daea48af2ccfc1388438396_full.jpg;0;335
Sakura Quest;https://img1.ak.crunchyroll.com/i/spire1/09a28399e8b35f773f6900dbd8efbf281491339784_full.jpg;0;461
Umamusume: Pretty Derby;https://img1.ak.crunchyroll.com/i/spire1/11d01819ab5ca0f94ebdbc1f82f345181525472777_full.jpg;13;451
Magical Girl Ore;https://img1.ak.crunchyroll.com/i/spire4/3c7c9222cfa33e21bdcae187bdd007591521854044_full.jpg;12;434
HANEBADO!;https://img1.ak.crunchyroll.com/i/spire3/702604e9981650c67e5d7e3d690d02661532995544_full.jpg;13;389
Junji Ito Collection;https://img1.ak.crunchyroll.com/i/spire4/3025f2a7a0017b257753a208b55068481514330222_full.jpg;14;364
Himegoto;https://img1.ak.crunchyroll.com/i/spire2/1702d67dd756f8a3ddee79c4c61946851406669771_full.jpg;13;359
Rail Wars!;https://img1.ak.crunchyroll.com/i/spire3/045f658134f40dd90bef9580e215b8241404452402_full.jpg;0;351
Boogiepop and Others;https://img1.ak.crunchyroll.com/i/spire3/3dd26515eb0b0fd2179a1a52237fc4281546554670_full.jpg;18;422
Os Cavaleiros do Zod�aco - Alma de Ouro;https://img1.ak.crunchyroll.com/i/spire1/3836ce9289d1e8bf10f58e6292591f0e1428604683_full.jpg;13;418
To the Abandoned Sacred Beasts;https://img1.ak.crunchyroll.com/i/spire1/662724f113230f788e456adae05138a11561507530_full.jpg;12;345
The Morose Mononokean;https://img1.ak.crunchyroll.com/i/spire4/950bc6ca14531a80d6ebdab73af2c2851548366822_full.jpg;26;441
Qualidea Code;https://img1.ak.crunchyroll.com/i/spire4/fdd04d77c8a008d238a77fb26ae5024b1467144870_full.jpg;12;349
makuranodanshi;https://img1.ak.crunchyroll.com/i/spire2/d8275c93f3ed104ca139392afaa40bd91436996602_full.jpg;12;329
Clockwork Planet;https://img1.ak.crunchyroll.com/i/spire2/c374bdc67a096a55f109a93908effb7d1491484592_full.jpg;12;315
SENGOKU NIGHT BLOOD;https://img1.ak.crunchyroll.com/i/spire4/d81a664ee0254aa34b5fe84e45ba93bb1506970958_full.jpg;12;29
Somali and the Forest Spirit;https://img1.ak.crunchyroll.com/i/spire1/ca03f9d7a257910e2faa35f5d402eeef1577765593_full.jpg;12;479
The Eccentric Family;https://img1.ak.crunchyroll.com/i/spire2/c90731c1966656b3ee172c32324ce4531373186188_full.jpg;0;467
Gugure! Kokkuri-san;https://img1.ak.crunchyroll.com/i/spire1/05b760c7cc8eb1a59e1ba4679a78d6fd1412208964_full.jpg;12;455
Yu-Gi-Oh! VRAINS;https://img1.ak.crunchyroll.com/i/spire4/73548d4b1a4fe23f3710fb85f240c5b01495098296_full.jpg;120;417
Phantasy Star Online 2 The Animation;https://img1.ak.crunchyroll.com/i/spire2/6b8890ab6b1b43a1d537499b803366c21454957227_full.jpg;12;341
ISUCA;https://img1.ak.crunchyroll.com/i/spire3/48bc0191fecef518619afec551c714cc1421102011_full.jpg;10;295
HaNaYaMaTa;https://img1.ak.crunchyroll.com/i/spire4/5960f418c00c5cdc1b21989f4eb9034a1404699660_full.jpg;12;458
MYSTERIA Friends;https://img1.ak.crunchyroll.com/i/spire2/1cf733245a0723e1cf7a6bcb8b0ce28e1547994851_full.jpg;10;356
BBK/BRNK;https://img1.ak.crunchyroll.com/i/spire2/75a3c8db89390dadc97c555e48dfb7d41452561649_full.jpg;24;312
Happy Boys;https://img1.ak.crunchyroll.com/i/spire2/09242008/7/1/f/0/71f041a8b83120_full.jpg;0;491
Monogatari S2;https://img1.ak.crunchyroll.com/i/spire1/5bdb23c4a980f0a3afbf3f3c749e74fa1372871011_full.jpg;1;489
DAYS;https://img1.ak.crunchyroll.com/i/spire1/a36ac807e1ad56523d0c3ca42e0763a61467463247_full.jpg;24;432
Rewrite;https://img1.ak.crunchyroll.com/i/spire2/769a9f1493a19fa441bc156e5fac74d11467144284_full.jpg;24;352
Hitoribocchi no Marumaruseikatsu;https://img1.ak.crunchyroll.com/i/spire3/02c4bcdd4923f6683cb849e16f310a8b1554444760_full.jpg;12;476
Wakakozake;https://img1.ak.crunchyroll.com/i/spire3/97b8c2d9f2cdb450a89e44569b9276901439846468_full.jpg;12;475
Love Lab;https://img1.ak.crunchyroll.com/i/spire1/705b9f0f907db89429525652c69076fa1377559416_full.jpg;13;458
Yurumates3Dei;https://img1.ak.crunchyroll.com/i/spire4/42017879b93b14e55c938393058431871333385644_full.jpg;26;435
GJ CLUB;https://img1.ak.crunchyroll.com/i/spire3/d114ca189c2a2bacbc604944107ef3c21361931194_full.jpg;0;433
Classroom?Crisis;https://img1.ak.crunchyroll.com/i/spire1/405ad2439456273932d84a3227a8ce341435186406_full.jpg;13;429
Kenka Bancho Otome -Girl Beats Boys-;https://img1.ak.crunchyroll.com/i/spire1/ab12f915f6d8808cada2318a7138ec5a1491957004_full.jpg;12;376
Wizard Barristers;https://img1.ak.crunchyroll.com/i/spire2/11658a028ec33f94e7efb9cd7ab457e61389140227_full.jpg;0;331
The Price of Smiles;https://img1.ak.crunchyroll.com/i/spire2/43486abc7a18d2a5fecf945da9b261ba1546549082_full.jpg;12;302
KONOHANA KITAN;https://img1.ak.crunchyroll.com/i/spire3/0ec45a1a2f45ad94ea7c4d9be56d518b1507065168_full.jpg;12;456
Gingitsune: Messenger Fox of the Gods;https://img1.ak.crunchyroll.com/i/spire3/e66af9c4959952413ea7c735a754ada71380144050_full.jpg;12;45
Inferno Cop;https://img1.ak.crunchyroll.com/i/spire1/612f38b507e628b6777b2ba9009b6df31425939473_full.jpg;25;439
The Highschool Life of a Fudanshi;https://img1.ak.crunchyroll.com/i/spire2/f006ae1c996634acbaf00c63d1ac25df1535668840_full.jpg;12;37
Lance N' Masques;https://img1.ak.crunchyroll.com/i/spire4/7b4b3c9b76fcbaea76c050be3ca2d0701443566712_full.jpg;12;293
Alice & Zoroku;https://img1.ak.crunchyroll.com/i/spire1/0742aadf638509c7a0319e258e82149d1493158752_full.jpg;13;442
To Be Heroine;https://img1.ak.crunchyroll.com/i/spire4/aeeb45d050d607c866782ce64947cb1e1526684207_full.jpg;8;436
Captain Earth;https://img1.ak.crunchyroll.com/i/spire3/4cb9b51875f9efe28e0dcb8e079ddcdf1396717879_full.jpg;25;342
Walkure Romanze;https://img1.ak.crunchyroll.com/i/spire3/6ea612c247f3a195045afc2aa35f0d8e1380419061_full.jpg;12;336
Poco's Udon World;https://img1.ak.crunchyroll.com/i/spire2/4992de79b0059d44964ce68810f67e361475922993_full.jpg;12;479
ISEKAI QUARTET;https://img1.ak.crunchyroll.com/i/spire2/00487429a995b4515caa8d877dcc5c4d1582670949_full.jpg;0;46
Ao-chan Can't Study!;https://img1.ak.crunchyroll.com/i/spire4/946a165bc3a7eacfe7812363ef841eec1555109861_full.jpg;12;456
SSSS.GRIDMAN;https://img1.ak.crunchyroll.com/i/spire4/04d4b92d21281afee2d4012076b240db1538803420_full.jpg;0;419
The Ryuo's Work is Never Done!;https://img1.ak.crunchyroll.com/i/spire2/04110a0802497df7eedda1d169f7ef3b1514497672_full.jpg;12;375
Diabolik Lovers II MORE,BLOOD;https://img1.ak.crunchyroll.com/i/spire2/512c22f19bb057d6d0212244a7f23b731443967985_full.jpg;12;354
Arata the Legend;https://img1.ak.crunchyroll.com/i/spire4/9c805664b642c787e8c0a007eca71a251365440858_full.jpg;0;338
Comet Lucifer;https://img1.ak.crunchyroll.com/i/spire4/edb25fe0e22e15adfbea8c1464fad82d1443951233_full.jpg;12;287
Active Raid;https://img1.ak.crunchyroll.com/i/spire3/02c530d043b143dad21411847543a1511532555974_full.jpg;24;271
Dai-Shogun - Great Revolution;https://img1.ak.crunchyroll.com/i/spire4/5745da9aaad18fab91e319a83755f97d1397076060_full.jpg;12;231
WWW.Working!!;https://img1.ak.crunchyroll.com/i/spire1/9affa5082b5565b1bb0874e274a0cfd71475201320_full.jpg;13;40
Are You Lost?;https://img1.ak.crunchyroll.com/i/spire2/f88be0911730e73f7dabc6a5237c32731562074103_full.jpg;12;39
Kanojo ga Flag wo Oraretara (If Her Flag Breaks);https://img1.ak.crunchyroll.com/i/spire2/35d1a1a60cd292c5ad2a9f4780713e9a1396987481_full.jpg;13;343
Gakuen Handsome;https://img1.ak.crunchyroll.com/i/spire3/9d4ec0fc3fa44d401cf64a6d01a48f671475508666_full.jpg;12;45
Toriko;https://img1.ak.crunchyroll.com/i/spire4/eb8084f8230108f487402956e9984f1c1384463925_full.jpg;146;442
The Pilot's Love Song;https://img1.ak.crunchyroll.com/i/spire4/0e71f08f4c295126888cc5e9d8bd7abd1388433166_full.jpg;13;428
Makai Ouji: Devils and Realist;https://img1.ak.crunchyroll.com/i/spire2/ee891011d4f27b2c7aea8ec45c5042121373185343_full.jpg;12;408
As Miss Beelzebub Likes it.;https://img1.ak.crunchyroll.com/i/spire1/907863f23f7b2ee39b220ae09101cbb51539280535_full.jpg;12;396
Ms. Koizumi-san Loves Ramen Noodles;https://img1.ak.crunchyroll.com/i/spire3/059adbb19d193db985e97f1c5871a4911515055626_full.jpg;12;334
Kamisama Hajimemashita;https://img1.ak.crunchyroll.com/i/spire4/6a0ef6f3c75c62e2c844981db222437b1420159283_full.jpg;25;49
Ghost Stories;https://img1.ak.crunchyroll.com/i/spire1/9cc241f94a36452103d23c6223c3ce5e1452726708_full.jpg;0;476
Gourmet Girl Graffiti;https://img1.ak.crunchyroll.com/i/spire3/11329c82993e833c326f786bffed7f781420759617_full.jpg;0;451
INVADERS of the ROKUJYOMA!?;https://img1.ak.crunchyroll.com/i/spire1/efcb90af8fd6560648ab127c978f6ea91405097722_full.jpg;12;443
Kabaneri of the Iron Fortress;https://img1.ak.crunchyroll.com/i/spire4/b280bcf643da156b34203b33e1e08d071572404899_full.jpg;14;414
Tsugumomo;https://img1.ak.crunchyroll.com/i/spire4/d8b434b203dc4b046e6c472886d7961e1493418583_full.jpg;12;41
Break Ups;https://img1.ak.crunchyroll.com/i/spire3/2ff5ed34dfbf0f5227077ea67c4814171347493585_full.jpg;0;408
Japanese Anime Classic Collection;https://img1.ak.crunchyroll.com/i/spire3/241b811798128ecfe81324f113a9ae5d1389904174_full.jpg;0;396
Galaxy High School;https://img1.ak.crunchyroll.com/i/spire2/474a0249d01bc9ea199c2927126763591279149976_full.jpg;0;322
Mononoke;https://img1.ak.crunchyroll.com/i/spire4/955ae49a68648b931699a537e90e884b1416976678_full.jpg;0;483
Tsurune;https://img1.ak.crunchyroll.com/i/spire1/3f825fe329ff491605d9a9f5cb0fdb021540009872_full.jpg;14;471
Ms. Vampire who lives in my neighborhood.;https://img1.ak.crunchyroll.com/i/spire1/9f3e830f3eec2455863584805e36c6231538688480_full.jpg;12;442
Science Fell in Love, So I Tried to Prove it;https://img1.ak.crunchyroll.com/i/spire2/de45d731aa97d72a4c8915508d5596dc1579031094_full.jpg;13;433
Anime Crimes Division;https://img1.ak.crunchyroll.com/i/spire4/fe78e4224e5a3a102e5c50d03496c3851536329496_full.jpg;6;419
Midnight occult civil servants;https://img1.ak.crunchyroll.com/i/spire1/4ddd361075bae466b10cd706f73e0f451554625735_full.jpg;15;388
Unlimited Fafnir;https://img1.ak.crunchyroll.com/i/spire1/81c8e63c75c277278c5e4321af0e31271420660361_full.jpg;12;335
Basilisk : The Ouka Ninja Scrolls;https://img1.ak.crunchyroll.com/i/spire2/8726361d451b91ba242e8483282048711515110055_full.jpg;24;217
Ping Pong the Animation;https://img1.ak.crunchyroll.com/i/spire3/17250ad452507015686daab41eb3cca01397076337_full.jpg;0;496
Planet With;https://img1.ak.crunchyroll.com/i/spire3/2f6f8d6a27624f41d071cb5063f9a4d61530947104_full.jpg;12;457
Wake Up, Girls!;https://img1.ak.crunchyroll.com/i/spire2/ed8375ecb2b2565766ad4afea4f658261507330691_full.jpg;35;426
Isekai Izakaya: Japanese Food From Another World;https://img1.ak.crunchyroll.com/i/spire3/866951e6efe095e8a56feca1c3ef2adc1532552829_full.jpg;24;421
High School Fleet;https://img1.ak.crunchyroll.com/i/spire1/f814fb0bb1df330ae9af4db7d00125591462574622_full.jpg;12;421
Holmes of Kyoto;https://img1.ak.crunchyroll.com/i/spire3/16ae1f4a4998fe83f4917e23973407261531115539_full.jpg;12;413
Lord Marksman and Vanadis;https://img1.ak.crunchyroll.com/i/spire3/7eab1ba13bad2cfd7734a2142858ccdc1412356645_full.jpg;0;409
RIN-NE;https://img1.ak.crunchyroll.com/i/spire1/7c35ba5d8de703a64618f44ffb1a62ab1461893046_full.jpg;75;439
Ahiru no Sora;https://img1.ak.crunchyroll.com/i/spire3/a95bd04befcc31455ea7c985da2aeaee1569960837_full.jpg;24;433
The Severing Crime Edge;https://img1.ak.crunchyroll.com/i/spire3/73a33ae8a973fdb3161b50f9177ec2ab1365093988_full.jpg;0;424
Seton Academy: Join the Pack!;https://img1.ak.crunchyroll.com/i/spire4/8e00875dd07ca1667a113ee7c80508131579741354_full.jpg;11;42
Magical Girl Spec-Ops Asuka;https://img1.ak.crunchyroll.com/i/spire3/31aafa34659589dd21c1935fa5b9e8d31547162167_full.jpg;12;402
Lovely Muuuuuuuco!;https://img1.ak.crunchyroll.com/i/spire3/00b0bd7aa79494632ae1843335cdd7af1444082390_full.jpg;25;402
