anime;anime_img;episodes;rate
Ghostwriter;https://img1.ak.crunchyroll.com/i/spire3/52c53764067f56df594793b3b24ca14c1438222793_full.jpg;0;50
Martian Successor Nadesico;https://img1.ak.crunchyroll.com/i/spire4/97a20ba0c347e1b9f16ff4b205bf54a21511794165_full.jpg;0;50
PriPri Chi-chan!!;https://img1.ak.crunchyroll.com/i/spire3/997cd2a0098ae8c69f927c4d9ddb9fc31492206312_full.jpg;0;50
Ultraman Geed;https://img1.ak.crunchyroll.com/i/spire2/a5cba103977a415dfb3140a5e2cc73471499459585_full.jpg;26;488
Angel Heart;https://img1.ak.crunchyroll.com/i/spire1/f651debb0f7a41f394a0ca9efebf88581444430837_full.jpg;0;488
Shin Atashinchi;https://img1.ak.crunchyroll.com/i/spire1/f81ff79a711c6ffb290742cf86480fa51443057401_full.jpg;26;488
Power Office Girls 2013;https://img1.ak.crunchyroll.com/i/spire4/b51d83b1cb4618e0c1b2bf055eeaf5ec1426643495_full.jpg;0;462
You Taught Me All the Precious Things;https://img1.ak.crunchyroll.com/i/spire2/143ae0122296a820e50b31664964dfc71429655174_full.jpg;0;45
Kiitaro's yokai picture diary;https://img1.ak.crunchyroll.com/i/spire3/4d785b710da19b4df4366eb36402dff61475673477_full.jpg;12;425
Working Buddies!;https://img1.ak.crunchyroll.com/i/spire2/3b08a3f3cc633034743b596e2727c1461515166825_full.jpg;25;425
You're Being Summoned, Azazel;https://img1.ak.crunchyroll.com/i/spire3/641492583b657de3ba68b82903718f1a1462914624_full.jpg;0;425
KOWABON;https://img1.ak.crunchyroll.com/i/spire4/290e141abdcdc83bde29f8e700ebbd051496110322_full.jpg;13;425
Mazinkaiser SKL;https://img1.ak.crunchyroll.com/i/spire4/441cfcd0c990451baee2584c60ee8b7b1363643590_full.jpg;0;412
Ai-Mai-Mi Mousou Catastrophe;https://img1.ak.crunchyroll.com/i/spire1/76754ee3b0c6d5bc465631812b9569fc1404972910_full.jpg;12;388
The Nameko Families;https://img1.ak.crunchyroll.com/i/spire1/4d7ef0fc83cac6a46acfe97cee9e5f241427844057_full.jpg;13;375
THE [email�protected] CINDERELLA GIRLS Theater;https://img1.ak.crunchyroll.com/i/spire4/405295b1714f7167db84da5b56c3b0cf1491293698_full.jpg;92;375
GTO Taiwan;https://img1.ak.crunchyroll.com/i/spire4/fcddee69c0ba92172edb0e48940af6cf1395522921_full.jpg;0;375
TSUKIPRO THE ANIMATION;https://img1.ak.crunchyroll.com/i/spire1/d5f83364c0360f7085ebf9a190c7e2401507939393_full.jpg;13;375
Twin Angels BREAK;https://img1.ak.crunchyroll.com/i/spire2/d91bd4acd918bbc9db5bedbbd2b3b3101491522616_full.jpg;12;362
FINAL FANTASY XV: EPISODE ARDYN � PROLOGUE;https://img1.ak.crunchyroll.com/i/spire1/440fe475df96e973666eedd65bf167be1550299422_full.jpg;1;35
Jubei-chan: The Ninja Girl;https://img1.ak.crunchyroll.com/i/spire3/a8a561d04e4a96498fb74ee69217c3141377557036_full.jpg;0;35
BAKUMATSU GIJINDEN ROMAN;https://img1.ak.crunchyroll.com/i/spire4/6faa30dc2ed522aa437390f96a9f64d21357328815_full.jpg;12;338
Shiratori Reiko;https://img1.ak.crunchyroll.com/i/spire1/127d54635ab0db1fb7df349314514fcb1453736719_full.jpg;0;338
DNA^2;https://img1.ak.crunchyroll.com/i/spire3/83695d770134d324a248ab3d126f0faa1432771728_full.jpg;0;338
Peacemaker;https://img1.ak.crunchyroll.com/i/spire4/5b1e4914662ca560eba772ff640a67751501475554_full.jpg;0;288
Shining Tears X Wind;https://img1.ak.crunchyroll.com/i/spire1/54f698d9000be859b99a321a2a2452311499978792_full.jpg;0;262
Rainy Cocoa sideG;https://img1.ak.crunchyroll.com/i/spire2/c0ffae7b12d7900efed7c989734638761546916552_full.jpg;12;188
Group Watch;https://img1.ak.crunchyroll.com/i/spire1/ee831fe66e152e763c16c2ef176a70131456264614_full.jpg;0;50
Desperate Motherhood;https://img1.ak.crunchyroll.com/i/spire1/29b8bb1265855b0cf48fe5b81b1ffed41415231792_full.jpg;0;50
Hikakin Beatbox;https://img1.ak.crunchyroll.com/i/spire2/57e4519a0fdb990aa455ba4e570741111280197297_full.jpg;0;50
Kimagure Orange Road;https://img1.ak.crunchyroll.com/i/spire1/a4f4c48113caf977abbb6cc4ddfeaa4f1558036604_full.jpg;0;50
Zapuni;https://img1.ak.crunchyroll.com/i/spire3/d1a01eb24de54b08c7507220b8e567701362765044_full.jpg;0;486
Gakuen Heaven;https://img1.ak.crunchyroll.com/i/spire3/99cbdb6862df3d98351d43cb6afdf7201470133128_full.jpg;0;486
Marmalade Boy;https://img1.ak.crunchyroll.com/i/spire2/b062a3850315a43ae2eb1389541acb761581484715_full.jpg;76;486
Tsukimonogatari;https://img1.ak.crunchyroll.com/i/spire3/d30c35a7e579848a8e92e338218f57c81429224923_full.jpg;1;486
The Prince of Tennis II OVA vs Genius 10;https://img1.ak.crunchyroll.com/i/spire2/07ffd09d6983a3080b411232c359f9661434056949_full.jpg;10;471
Mobile Suit Gundam Wing - Endless Waltz;https://img1.ak.crunchyroll.com/i/spire2/e64bf81f4a7d81127341d1ccdc0a30061490903290_full.jpg;1;471
Honey and Clover;https://img1.ak.crunchyroll.com/i/spire2/6f56e4bdd5113cf6ef57a6c2ba49761c1557807160_full.jpg;0;471
Anonymous Noise;https://img1.ak.crunchyroll.com/i/spire1/e9f0d47f4b251b7930041512422320091491850664_full.jpg;0;471
Big Windup! 2;https://img1.ak.crunchyroll.com/i/spire4/dda768acb7c08635d4127ec55da3aaee1511794113_full.jpg;0;471
KAIJU GIRLS;https://img1.ak.crunchyroll.com/i/spire1/92eef3342009dfc3ffe1d46dad8677561474921698_full.jpg;24;457
Brave Beats;https://img1.ak.crunchyroll.com/i/spire2/464752389742141621c5d8e4f84323cc1444425970_full.jpg;22;443
Ghost Slayers Ayashi;https://img1.ak.crunchyroll.com/i/spire3/8097f5e3b747db4d707dca618d035e241367626825_full.jpg;0;443
Karate Girl;https://img1.ak.crunchyroll.com/i/spire4/6d677b6757005db3f6d283c9be5785501351104092_full.jpg;0;443
Nagasarete Airanto;https://img1.ak.crunchyroll.com/i/spire1/b39fdfcf4d57bc7680465f99bd1e442e1557793223_full.jpg;0;429
Thermae Romae;https://img1.ak.crunchyroll.com/i/spire3/64f47893fb1fb8cfac30cfad33b2dade1560405160_full.jpg;0;429
Ai-Mai-Mi Surgical Friends;https://img1.ak.crunchyroll.com/i/spire1/553a345224ffe6e92bbf9ed5f8299c001483469435_full.jpg;12;386
Late night! The Genius Bakabon;https://img1.ak.crunchyroll.com/i/spire1/e9e2e44446dcc49fec0ccaec5d824ba01531187069_full.jpg;12;386
Earl and Fairy;https://img1.ak.crunchyroll.com/i/spire1/88549aa4b1394159c05c1a44e621b7f81519767074_full.jpg;0;371
Cardfight!! Vanguard Legion Mate (Season 4);https://img1.ak.crunchyroll.com/i/spire1/efb1d1ee51647da5c1b0d72219480c611395413292_full.jpg;0;371
Welcome to the JAPARI PARK;https://img1.ak.crunchyroll.com/i/spire3/29b2e42e3615db7dd8286cebc6b57d071539992405_full.jpg;24;357
Anime Recap;https://img1.ak.crunchyroll.com/i/spire2/f3f1474c4ddf205190d4219fe50050411523923478_full.jpg;0;357
Idol Incidents;https://img1.ak.crunchyroll.com/i/spire4/446694d176bb4a7ddd7299d177d9d10b1487188471_full.jpg;12;343
HEROBANK;https://img1.ak.crunchyroll.com/i/spire1/3b6f8a8ad1a1db4ceeefa922059caa8e1529088117_full.jpg;0;314
SD GUNDAM WORLD SANGOKU SOKETSUDEN;https://img1.ak.crunchyroll.com/i/spire2/50aad1dab4778d9fce6a2addaa29b3e61564101857_full.jpg;7;286
Pastel Memories;https://img1.ak.crunchyroll.com/i/spire1/28d0474e5cb2b17fbd4f9764b65e19b61549060465_full.jpg;11;271
Million Doll;https://img1.ak.crunchyroll.com/i/spire1/801bfebed57afb72d0bd21d26f62d5c11436314465_full.jpg;12;243
Nazotokine;https://img1.ak.crunchyroll.com/i/spire3/a13856557a3fa685fd12f85dab3c783b1475669513_full.jpg;12;157
Lupin the Third Part 2;https://img1.ak.crunchyroll.com/i/spire1/82881adcf7f2a64d0dae74af5e26f8591433555531_full.jpg;0;50
Emma: A Victorian Romance;https://img1.ak.crunchyroll.com/i/spire2/791e078dfc20f570d46808ca9819b6dc1536107211_full.jpg;0;467
Ultraman Gaia;https://img1.ak.crunchyroll.com/i/spire2/87b0749b792e2dd31aace51741ec884f1455072767_full.jpg;0;467
True Tears;https://img1.ak.crunchyroll.com/i/spire2/f3396572ad217714911c0b9d0ebc763a1499980478_full.jpg;0;467
Anisong Station;https://img1.ak.crunchyroll.com/i/spire4/83162426cfbc2ec75589a03d722555b61517452749_full.jpg;0;45
Nekomonogatari Black;https://img1.ak.crunchyroll.com/i/spire4/f7582dc61846a118b093b8eda7c002ff1429227835_full.jpg;4;433
Wacky TV Nanana;https://img1.ak.crunchyroll.com/i/spire4/c21019f7c671dc5dd72f7c402a1237d71554983232_full.jpg;48;433
SENGOKUCHOJYUGIGA;https://img1.ak.crunchyroll.com/i/spire2/5c7e176aa972d2d41f0378a86cd9c1131475923572_full.jpg;26;417
Lupin the Third Part 1;https://img1.ak.crunchyroll.com/i/spire4/456699552b1cfcafd0adbd106bd8bee21443743181_full.jpg;0;417
Please Twins!;https://img1.ak.crunchyroll.com/i/spire1/ed5d8f884c7258b960f19393838fa7b01480448038_full.jpg;0;417
gdgd men's party;https://img1.ak.crunchyroll.com/i/spire2/aeb83c77215833a8fc937fa0f016b4781516053701_full.jpg;0;40
Hana Yori Dango (Boys Over Flowers);https://img1.ak.crunchyroll.com/i/spire1/67ecad5f9799853799674052d4e96fb51580256214_full.jpg;51;40
Usakame;https://img1.ak.crunchyroll.com/i/spire4/429e4c9bb85bdba663ec945ee2bec6631460330376_full.jpg;12;383
Music Girls;https://img1.ak.crunchyroll.com/i/spire3/166ebe54def566fb69d7eab8ec15f46c1530981011_full.jpg;12;367
Lost Universe;https://img1.ak.crunchyroll.com/i/spire4/13c1670e6c4be51ee3e5485c8611c8471462930350_full.jpg;0;367
Fist of the North Star: The Movie;https://img1.ak.crunchyroll.com/i/spire2/180f513565ae9ebc82dc0571ce9ffbbd1568139928_full.jpg;0;367
Ultraman Nexus;https://img1.ak.crunchyroll.com/i/spire2/a73430581e7dfece2021752418f0813d1455072817_full.jpg;0;35
Dallos;https://img1.ak.crunchyroll.com/i/spire2/b59dea4bbbaca46fd4ea2a475f4218eb1430953840_full.jpg;0;333
El-Hazard: The Wanderers;https://img1.ak.crunchyroll.com/i/spire4/a3bb2acebb325247e8c07759d5a992751494447900_full.jpg;0;317
Ah My Buddha!!;https://img1.ak.crunchyroll.com/i/spire3/82c593b21b90f079f1d453aee28075da1463025041_full.jpg;0;30
Street Fighter II: The Animated Series;https://img1.ak.crunchyroll.com/i/spire1/af2a6aeb840be14121f2e9a0bd3bd4a21519769882_full.jpg;0;283
Chargeman Ken;https://img1.ak.crunchyroll.com/i/spire4/89c31894c0ec10bcf0fe7578aa2975fa1499977951_full.jpg;0;25
Rainy Cocoa;https://img1.ak.crunchyroll.com/i/spire2/cdbe78e3c259363f08b32a6fb1375d161507940549_full.jpg;24;233
Crane Game Girls;https://img1.ak.crunchyroll.com/i/spire3/f9620dfbaf00aeb3e285955f70104c001459906859_full.jpg;25;20
Welcome, Chitose;https://img1.ak.crunchyroll.com/i/spire3/56109e831c1f5b1a59d4069725fc30801558475575_full.jpg;0;50
Meow Meow Japanese History;https://img1.ak.crunchyroll.com/i/spire1/994354b3b71c72e20e537436a7923e021513147731_full.jpg;96;50
Accel World;https://img1.ak.crunchyroll.com/i/spire4/ae4c67ecb34c76379beb0a072ef4205d1575414444_full.jpg;0;50
The Last - Naruto the Movie;https://img1.ak.crunchyroll.com/i/spire2/f47204bf0129a975766be5b0e2cd56a71576186466_full.jpg;0;50
Inukami!;https://img1.ak.crunchyroll.com/i/spire3/687eb2f221636d2ee47a0817d32959981557436470_full.jpg;0;48
Street Fighter II The Animated Movie;https://img1.ak.crunchyroll.com/i/spire3/619ff749bd375ebbb0fc63a9476a7ead1469494904_full.jpg;0;48
Gokudo;https://img1.ak.crunchyroll.com/i/spire3/ffe292749585707506758eeb40704a431519767857_full.jpg;0;48
Sketchbook ~full color's~;https://img1.ak.crunchyroll.com/i/spire2/29e0b7023651a200bd3c91bea3c49c071462915793_full.jpg;0;48
Girls Beyond the Wasteland;https://img1.ak.crunchyroll.com/i/spire2/299aa09a56e1aae8cabc0f16bc9337181543532887_full.jpg;0;46
Frame Arms Girl;https://img1.ak.crunchyroll.com/i/spire2/1a9c1ea4f9b84085b9f093cd9152e0681541054909_full.jpg;12;46
Matoi the Sacred Slayer;https://img1.ak.crunchyroll.com/i/spire1/25ba2aca3f0251bc87190119a1c4c37e1543534531_full.jpg;12;46
Shingu: Secret of the Stellar Wars;https://img1.ak.crunchyroll.com/i/spire4/134c47b5b415f0d834d96ce2fa8222cd1451346394_full.jpg;0;46
THE [email�protected] CINDERELLA GIRLS;https://img1.ak.crunchyroll.com/i/spire4/f5471f12c6da69630ae06f0c2855561d1513144925_full.jpg;25;44
The Third: The Girl with the Blue Eye;https://img1.ak.crunchyroll.com/i/spire2/c1edc19718cbc73ed2f5ddb273607f531494447861_full.jpg;0;44
Undefeated Bahamut Chronicle;https://img1.ak.crunchyroll.com/i/spire1/750ed93257214c9a2300666d1966400e1539814656_full.jpg;0;44
Hagane Orchestra;https://img1.ak.crunchyroll.com/i/spire3/fe2da3706ef3fa2147014cd838c43bd51479609880_full.jpg;12;44
Long Riders!;https://img1.ak.crunchyroll.com/i/spire2/16750be6cfc1cc06cc32869861f49af11541633068_full.jpg;12;42
Doctor's Affairs;https://img1.ak.crunchyroll.com/i/spire3/171edf29374a66328005fc9a2acf801e1439611472_full.jpg;0;42
Unriddle;https://img1.ak.crunchyroll.com/i/spire2/d151d93f8bbcb09d923da9ed97e425491340065680_full.jpg;0;40
Strike Witches: 501st JOINT FIGHTER WING Take Off!;https://img1.ak.crunchyroll.com/i/spire2/dedec979082940e6410278474c798a151556126122_full.jpg;0;40
High School Entrance Exam;https://img1.ak.crunchyroll.com/i/spire4/af5ec06dcae210f66312923cec168ac51412197100_full.jpg;0;40
The Golden Path;https://img1.ak.crunchyroll.com/i/spire1/e20a6a31aeeadfae5a6d0bbf162bf4e01340065436_full.jpg;0;38
Miss Machiko;https://img1.ak.crunchyroll.com/i/spire2/85e08930390afdadf9892fb7bde5c3451464831131_full.jpg;0;38
Lily C.A.T;https://img1.ak.crunchyroll.com/i/spire2/2637c681c996da4b22ba40eb20b188431445571910_full.jpg;0;36
Key the Metal Idol;https://img1.ak.crunchyroll.com/i/spire4/c38202da7effef27f8c36a5c601a56961557252477_full.jpg;0;36
Time Bokan 24;https://img1.ak.crunchyroll.com/i/spire1/c11be10305fac9fe0d1e99a41e93df361507330592_full.jpg;48;36
The Journey Home;https://img1.ak.crunchyroll.com/i/spire4/e7ca1df1c26f5e9ce73c9d1ccaf276401542240176_full.jpg;26;34
Ultraman Ginga;https://img1.ak.crunchyroll.com/i/spire4/6023b8cbc8b97c8e6dae84c585513e021455072784_full.jpg;0;34
Fushigi Yugi: Eikoden;https://img1.ak.crunchyroll.com/i/spire1/fd2e1076d56cb15bd637bde4f204fc8c1455653165_full.jpg;0;32
NAMUAMIDABUTSU! -UTENA-;https://img1.ak.crunchyroll.com/i/spire4/d5e35e8b90ee813fd4be01f47bd8f5821555109988_full.jpg;12;30
Norn9;https://img1.ak.crunchyroll.com/i/spire1/12b84ae705f2d019352d4189dc7ba1e71543535129_full.jpg;0;28
The World YAMIZUKAN;https://img1.ak.crunchyroll.com/i/spire1/3e46bafb84d9c83349affa2d93c5a5fa1491107244_full.jpg;13;26
Pilot Candidate;https://img1.ak.crunchyroll.com/i/spire1/43df178fa79bf8678bc710064faf97e21504136143_full.jpg;0;22
The Sprites of Floria;https://img1.ak.crunchyroll.com/i/spire1/3cffc4ef77330bb05354beb356c84a551535668546_full.jpg;1;22
Onimusha: Dawn of Dreams;https://img1.ak.crunchyroll.com/i/spire4/f648080e8a77babfbf7f13ed9e83f6d61399590518_full.jpg;0;16
LiSA TV;https://img1.ak.crunchyroll.com/i/spire2/4ef024a4c639a474f5b7b8ed9a5a9b011423788224_full.jpg;0;50
Fate/Grand Order -MOONLIGHT/LOSTROOM-;https://img1.ak.crunchyroll.com/i/spire3/9eeda4742cf03ebc5ca42500bc730a251577757213_full.jpg;1;50
Ghastly Prince Enma Burning Up;https://img1.ak.crunchyroll.com/i/spire3/216ccb82d1b461bdd615c8d0d2ee14761359162165_full.jpg;0;50
Blue Seed;https://img1.ak.crunchyroll.com/i/spire4/fc72595ca1f2b28b4f2b4a39cf6370fc1557261324_full.jpg;0;50
Elemental Gelade;https://img1.ak.crunchyroll.com/i/spire4/af68ccb6146fc721083308dce451e4eb1557901230_full.jpg;0;50
Full Metal Panic! The Second Raid;https://img1.ak.crunchyroll.com/i/spire2/05420374d45b1de6e365ae27e8374d091522264400_full.jpg;0;50
CARDFIGHT!! VANGUARD;https://img1.ak.crunchyroll.com/i/spire1/29c845c6c5b4111b6d35b3d487fccb761525461248_full.jpg;0;50
Super Gals!;https://img1.ak.crunchyroll.com/i/spire4/a9a471e767e1f463318cd160c35a89241487113786_full.jpg;0;50
Tamayura Hitotose;https://img1.ak.crunchyroll.com/i/spire1/87c14e23a650ecfd5385448c61b6d52a1480522962_full.jpg;0;475
The Perfect Insider (Drama);https://img1.ak.crunchyroll.com/i/spire2/35a0b2fee1f60a23b22b97780baff99b1461721489_full.jpg;0;475
Gokuaku Ganbo;https://img1.ak.crunchyroll.com/i/spire2/6244929088a15f7dedddbbabfbbd4b601397164331_full.jpg;0;475
Slam Dunk (Dub);https://img1.ak.crunchyroll.com/i/spire4/baaac655eb8a9c262752b84f8f087ac91449529900_full.jpg;0;475
Uchitama?! Have you seen my Tama?;https://img1.ak.crunchyroll.com/i/spire3/7826edecf94e1461041791278dab0fae1578958149_full.jpg;6;475
Unico In the Island of Magic;https://img1.ak.crunchyroll.com/i/spire2/0aafff68e85648b00c31466a201664901461703800_full.jpg;0;45
Sea Prince and the Fire Child;https://img1.ak.crunchyroll.com/i/spire2/2afebaa6b2c07cce908d5eb8d22684e61466678485_full.jpg;0;45
A Wind Named Amnesia;https://img1.ak.crunchyroll.com/i/spire4/c50eecb7a87f8105ed4661a1cd9ab1a91519768573_full.jpg;0;45
The Legend of Black Heaven;https://img1.ak.crunchyroll.com/i/spire3/fb85a7c76064bf1641745584d75db2f01557793660_full.jpg;0;425
Space Pirate Mito;https://img1.ak.crunchyroll.com/i/spire1/0fcf1f7ffcba17a454889cfdea5ff0151447456470_full.jpg;0;425
W'z;https://img1.ak.crunchyroll.com/i/spire4/8f4d08f2e5f9f3c2c856bcd9aa73b6f31549125935_full.jpg;13;425
The 101st Proposal;https://img1.ak.crunchyroll.com/i/spire1/0179cb576bf8c416af86e59a7f1a19641415231606_full.jpg;0;40
Ninja Nonsense;https://img1.ak.crunchyroll.com/i/spire4/0b8f504f3469af25fe92c3a80935816f1474577407_full.jpg;0;40
CLIF;https://img1.ak.crunchyroll.com/i/spire2/74780a623b1348b5b89ecb394c8440de1340065408_full.jpg;0;375
Onna Nobunaga;https://img1.ak.crunchyroll.com/i/spire1/1aebb11997c5c95b56008d7c67264c481426819627_full.jpg;0;35
Phoenix;https://img1.ak.crunchyroll.com/i/spire1/53cd53aa670889d222296b731073e6561576215713_full.jpg;0;35
Photon the Idiot Adventures;https://img1.ak.crunchyroll.com/i/spire3/6e18c2e22eac22ccf8c552f050b197111558033899_full.jpg;0;35
100% Teacher Pascal;https://img1.ak.crunchyroll.com/i/spire2/45b2af00bb509ed1d73c8a8dd070cd3c1492206254_full.jpg;0;325
Crunchyroll Collection;https://img1.ak.crunchyroll.com/i/spire3/5c666816adc7a7e4c061065737313be31513797506_full.jpg;0;30
Princess Knight;https://img1.ak.crunchyroll.com/i/spire1/a286cb4bdf9645f7ad63c3c79722ba991447459466_full.jpg;0;30
Koi Koi Seven;https://img1.ak.crunchyroll.com/i/spire2/c5c209ce6adcd5f2a4a201370f5084d91502911736_full.jpg;0;275
EAT-MAN;https://img1.ak.crunchyroll.com/i/spire1/99705c73346d649193477857b2e131ef1557391976_full.jpg;0;275
Shinobi Girl;https://img1.ak.crunchyroll.com/i/spire3/960748bdee14d1f77cb82fffac5233aa1369078156_full.jpg;0;10
Mazinger Edition Z;https://img1.ak.crunchyroll.com/i/spire2/babc11378744810218549e7c9ad8f6651461195695_full.jpg;0;50
He Was Anime (NFL's Mike Daniels);https://img1.ak.crunchyroll.com/i/spire3/9115620fa5555a3d07c70102ab6d0c621533160077_full.jpg;0;50
K;https://img1.ak.crunchyroll.com/i/spire2/99f92d123a765d249b28e9cff1ffcbd11575922001_full.jpg;0;50
Lupin the Third Part 3;https://img1.ak.crunchyroll.com/i/spire2/bf0a6917ba7f4e58450bf75aa7afd9161443743896_full.jpg;0;467
Forget Me Not;https://img1.ak.crunchyroll.com/i/spire2/dfb7f6f889cd9539fe3bc724908432c31443219527_full.jpg;0;467
Investor Z (Motion Manga);https://img1.ak.crunchyroll.com/i/spire2/09f76fb8feeb62a2fd3015f9be7c4dec1435184179_full.jpg;0;467
Toward the Terra;https://img1.ak.crunchyroll.com/i/spire2/877f1cb1b781a38374d4820f17d7986c1451375294_full.jpg;0;467
Hakata Mentai! Pirikarako-chan;https://img1.ak.crunchyroll.com/i/spire2/4763b56428b5ae91c05c10e31d70dcbe1562442391_full.jpg;12;467
22/7 (nanabun no nijyuuni);https://img1.ak.crunchyroll.com/i/spire3/5d59d07333b214db3e482c5eb0feef391578958040_full.jpg;6;467
Giant Gorg;https://img1.ak.crunchyroll.com/i/spire4/8452e9c1ab2e4edc6f8e158e29d8f2cd1482199798_full.jpg;0;433
Cat's Eye;https://img1.ak.crunchyroll.com/i/spire4/c04f7b25b3a76c293217fc5f50b3e1171447454206_full.jpg;0;40
Fushigi Yugi OVA;https://img1.ak.crunchyroll.com/i/spire2/ceccf63999c832bd86faf4ea2cb971e01455652965_full.jpg;0;40
Fantastic Adventures of Unico;https://img1.ak.crunchyroll.com/i/spire4/3ba8f653b6654f1f5f926cb2c0fd86211461702770_full.jpg;0;40
Makeruna!! Aku no Gundan!;https://img1.ak.crunchyroll.com/i/spire4/a29e0baba24f3067133efba525be7a111491834515_full.jpg;12;40
ARP Backstage Pass;https://img1.ak.crunchyroll.com/i/spire1/a941a19c00af2faeb8f34120a54ad19e1578890144_full.jpg;9;367
The Galaxy Railways: A Letter from the Abandoned Planet;https://img1.ak.crunchyroll.com/i/spire2/600b3e2530f8d132252fde243c08cb461473965286_full.jpg;0;367
Cardcaptor Sakura: The Movie;https://img1.ak.crunchyroll.com/i/spire3/d84a5d03f1efd53ff1ee40c724dbfbeb1441053730_full.jpg;0;367
Vampire Knight;https://img1.ak.crunchyroll.com/i/spire3/cc01fe83d833d6c073ca006351a016ad1576023945_full.jpg;0;367
Accel World: Infinite Burst;https://img1.ak.crunchyroll.com/i/spire4/c4d337a3511d377e5945eaed7f97b86a1574811199_full.jpg;0;333
Super Robot Wars: Original Generation;https://img1.ak.crunchyroll.com/i/spire3/5b6a718c7bee27df3a4d3c99b75b3c4b1403571439_full.jpg;0;333
Fantastic Detective Labyrinth;https://img1.ak.crunchyroll.com/i/spire1/38777747cf4ea66107246b3464665fc31447452650_full.jpg;0;30
Days of Urashimasakatasen;https://img1.ak.crunchyroll.com/i/spire2/76e57a2442157baa96ef9ff4dfc3ac1b1570582010_full.jpg;12;30
Umi Monogatari;https://img1.ak.crunchyroll.com/i/spire3/ea5c37787ca5a9c940e6ce4cb13104751487113464_full.jpg;0;30
Aachi & Ssipak;https://img1.ak.crunchyroll.com/i/spire3/e92b31b959329489a46e9ebf0164d9021448489372_full.jpg;0;30
The Ultimatum;https://img1.ak.crunchyroll.com/i/spire2/d30dd5b2e998ff2ee451cbd68216ff321340065461_full.jpg;0;233
Onyankopon;https://img1.ak.crunchyroll.com/i/spire3/7c3968d01a6c7aaff6e45346802f4b541507666216_full.jpg;12;167
Space Adventure Cobra;https://img1.ak.crunchyroll.com/i/spire1/c757e7a9c3774c0553323286a2a34d311447459729_full.jpg;0;50
SHONEN HOLLYWOOD -HOLLY STAGE FOR 49-;https://img1.ak.crunchyroll.com/i/spire1/41359b5b4c8efcbde35fcd6525ddca661404154505_full.jpg;0;50
Black Jack The Movie;https://img1.ak.crunchyroll.com/i/spire1/22ec98193a9eb9061436d1cb577deb0c1504137256_full.jpg;0;50
Battle Girl High School;https://img1.ak.crunchyroll.com/i/spire1/df2428f98b4686fa97f076659e0b8ab51543533019_full.jpg;12;50
Tenchi Muyo! Ryo-Ohki;https://img1.ak.crunchyroll.com/i/spire2/ab13c151e688265c37c38d4575ceac781583288758_full.jpg;1;50
Magic of Stella;https://img1.ak.crunchyroll.com/i/spire2/ff307fd8b02c62f08bda9cfa16d375221541632402_full.jpg;12;50
Banpresto World Figure Colosseum;https://img1.ak.crunchyroll.com/i/spire2/d9d4bbd38ab9336952e8315374faf7471505528150_full.jpg;0;50
Beyblade: Metal Fusion;https://img1.ak.crunchyroll.com/i/spire2/f1baf28e22c5fcf08225a8f3c307386b1449274553_full.jpg;0;50
Robot Carnival;https://img1.ak.crunchyroll.com/i/spire3/1816b0c4c09fad500d90be05c5a9812c1504136434_full.jpg;0;50
Cardcaptor Sakura the Movie 2: The Sealed Card;https://img1.ak.crunchyroll.com/i/spire3/cf7fe2a5bb995a9236d75adb8a1ef83d1529088784_full.jpg;0;50
Night on the Galactic Railroad;https://img1.ak.crunchyroll.com/i/spire3/0f27ffb865e45207b852ca65506aa6bf1519769300_full.jpg;0;45
The Diary of Ochibi (Motion Manga);https://img1.ak.crunchyroll.com/i/spire3/b93879b888a5a373c74abf5f5cab53761436306438_full.jpg;0;45
Strait Jacket;https://img1.ak.crunchyroll.com/i/spire3/ea3652eecf2b2bb2569e9c999c3db0ab1401316123_full.jpg;1;45
Luck & Logic;https://img1.ak.crunchyroll.com/i/spire4/4c3d528c0b6855e3013618abd4257d4c1452545813_full.jpg;0;45
Happy Life;https://img1.ak.crunchyroll.com/i/spire2/edf96437bf79ec888fb8586dde0c38ac1464127215_full.jpg;0;45
The Wonderful Wizard of Oz;https://img1.ak.crunchyroll.com/i/spire4/86713b4b028977ef35b2b2d1c5746f431558548637_full.jpg;0;45
Tofugu;https://img1.ak.crunchyroll.com/i/spire3/470db0067f9d7c105289eacfce9979b01338192193_full.jpg;0;45
THE [email�protected] Side M;https://img1.ak.crunchyroll.com/i/spire2/ff08b67ad4ca585246467b41a51d63091507940093_full.jpg;14;45
Pita-Ten;https://img1.ak.crunchyroll.com/i/spire2/52d5bb50f12bb6b7e63dc5701dfb52161474491768_full.jpg;0;40
Iida Tokimeki Trip;https://img1.ak.crunchyroll.com/i/spire1/063a023654cbd6a555b6c8b84e1760f21455140850_full.jpg;0;40
Ringing Bell;https://img1.ak.crunchyroll.com/i/spire4/0088ca76a417f65e61ee978776f225731463335873_full.jpg;0;40
"Kizuna AI 1st Live ""hello, world""";https://img1.ak.crunchyroll.com/i/spire4/c9a264d78666b3cfbf488a1eae4aec761567269992_full.jpg;0;40
Dancouga: Super Beast Machine God;https://img1.ak.crunchyroll.com/i/spire1/5b5b7f6f50c2729b992af2cb3a0ec6701557327663_full.jpg;0;40
Saint Seiya Hades (EN);https://img1.ak.crunchyroll.com/i/spire1/58d0209abe21f11da0fa61f13b49c04b1454355774_full.jpg;0;40
